ExecutionTime
4/7/2023 9:50:30 PM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,UCI,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox6
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),201706,"0,00","50,00","0,00"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),201712,"4,00","77,00","5,19"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),201806,"3,00","59,00","5,08"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),201812,"1,00","76,00","1,32"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),201906,"8,00","114,00","7,02"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),201912,"5,00","44,00","11,36"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),202003,"0,00","25,00","0,00"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),202006,"1,00","42,00","2,38"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),202009,"0,00","15,00","0,00"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),202012,"0,00","10,00","0,00"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),202103,"0,00","8,00","0,00"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),202106,"1,00","117,00","0,85"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),202109,"0,00","77,00","0,00"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),202112,"0,00","89,00","0,00"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),202203,"0,00","7,00","0,00"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),202206,"2,00","179,00","1,12"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),202209,"0,00","471,00","0,00"
Proporción de eventos adversos relacionados con la administración de medicamentos en urgencias,95,Guaviare,00000,TOTAL,Total,N/A,100,Por 100 (%),202212,"1,00","501,00","0,20"

