ExecutionTime
4/7/2023 9:40:17 PM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,UCI,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox6
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,201706,"189,00","133.833,00","1,41"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,201712,"173,00","132.718,00","1,30"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,201806,"332,00","143.965,00","2,31"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,201812,"216,00","198.616,00","1,09"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,201906,"276,00","192.817,00","1,43"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,201912,"261,00","160.479,00","1,63"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,202003,"100,00","80.251,00","1,25"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,202006,"98,00","132.908,00","0,74"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,202009,"109,00","51.325,00","2,12"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,202012,"93,00","155.020,00","0,60"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,202103,"84,00","28.258,00","2,97"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,202106,"108,00","37.596,00","2,87"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,202109,"112,00","86.564,00","1,29"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,202112,"105,00","83.376,00","1,26"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,202203,"99,00","51.715,00","1,91"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,202206,"84,00","81.497,00","1,03"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,202209,"91,00","83.842,00","1,09"
Tasa de caída de pacientes en el servicio de hospitalización,25,Cundinamarca,00000,TOTAL,Total,N/A,1000,Tasa,202212,"115,00","33.265,00","3,46"

