ExecutionTime
4/2/2023 10:29:00 AM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,UCI,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox6
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),19,19 - Cauca,00000,TOTAL,Total,UCIA,1000,Tasa,2017,"8,00","538,00","14,87"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),19,19 - Cauca,00000,TOTAL,Total,UCIA,1000,Tasa,2018,"20,00","5.863,00","3,41"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),19,19 - Cauca,00000,TOTAL,Total,UCIA,1000,Tasa,2019,"23,00","9.259,00","2,48"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),19,19 - Cauca,00000,TOTAL,Total,UCIA,1000,Tasa,2020,"40,00","13.197,00","3,03"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),19,19 - Cauca,00000,TOTAL,Total,UCIA,1000,Tasa,2021,"51,00","19.580,00","2,60"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),19,19 - Cauca,00000,TOTAL,Total,UCIN,1000,Tasa,2017,"0,00","294,00","0,00"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),19,19 - Cauca,00000,TOTAL,Total,UCIN,1000,Tasa,2018,"0,00","2.420,00","0,00"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),19,19 - Cauca,00000,TOTAL,Total,UCIN,1000,Tasa,2019,"0,00","2.537,00","0,00"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),19,19 - Cauca,00000,TOTAL,Total,UCIN,1000,Tasa,2020,"1,00","1.264,00","0,79"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),19,19 - Cauca,00000,TOTAL,Total,UCIN,1000,Tasa,2021,"0,00","4.053,00","0,00"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),19,19 - Cauca,00000,TOTAL,Total,UCIP,1000,Tasa,2017,"0,00","159,00","0,00"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),19,19 - Cauca,00000,TOTAL,Total,UCIP,1000,Tasa,2018,"4,00","891,00","4,49"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),19,19 - Cauca,00000,TOTAL,Total,UCIP,1000,Tasa,2019,"0,00","866,00","0,00"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),19,19 - Cauca,00000,TOTAL,Total,UCIP,1000,Tasa,2020,"4,00","494,00","8,10"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),19,19 - Cauca,00000,TOTAL,Total,UCIP,1000,Tasa,2021,"0,00","664,00","0,00"

