ExecutionTime
4/1/2023 5:49:00 PM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,UCI,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox6
Tasa de reingreso de pacientes hospitalizados en menos de 15 días,13,13 - Bolívar,00000,TOTAL,Total,N/A,1000,Por 1000  egresos,201706,"257,00","12.878,00","19,96"
Tasa de reingreso de pacientes hospitalizados en menos de 15 días,13,13 - Bolívar,00000,TOTAL,Total,N/A,1000,Por 1000  egresos,201712,"260,00","18.130,00","14,34"
Tasa de reingreso de pacientes hospitalizados en menos de 15 días,13,13 - Bolívar,00000,TOTAL,Total,N/A,1000,Por 1000  egresos,201806,"618,00","26.129,00","23,65"
Tasa de reingreso de pacientes hospitalizados en menos de 15 días,13,13 - Bolívar,00000,TOTAL,Total,N/A,1000,Por 1000  egresos,201812,"682,00","34.107,00","20,00"
Tasa de reingreso de pacientes hospitalizados en menos de 15 días,13,13 - Bolívar,00000,TOTAL,Total,N/A,1000,Por 1000  egresos,201906,"637,00","32.006,00","19,90"
Tasa de reingreso de pacientes hospitalizados en menos de 15 días,13,13 - Bolívar,00000,TOTAL,Total,N/A,1000,Por 1000  egresos,201912,"622,00","32.260,00","19,28"
Tasa de reingreso de pacientes hospitalizados en menos de 15 días,13,13 - Bolívar,00000,TOTAL,Total,N/A,1000,Por 1000  egresos,202006,"683,00","27.425,00","24,90"
Tasa de reingreso de pacientes hospitalizados en menos de 15 días,13,13 - Bolívar,00000,TOTAL,Total,N/A,1000,Por 1000  egresos,202012,"711,00","24.676,00","28,81"
Tasa de reingreso de pacientes hospitalizados en menos de 15 días,13,13 - Bolívar,00000,TOTAL,Total,N/A,1000,Por 1000  egresos,202106,"847,00","29.137,00","29,07"
Tasa de reingreso de pacientes hospitalizados en menos de 15 días,13,13 - Bolívar,00000,TOTAL,Total,N/A,1000,Por 1000  egresos,202112,"760,00","32.160,00","23,63"
Tasa de reingreso de pacientes hospitalizados en menos de 15 días,13,13 - Bolívar,00000,TOTAL,Total,N/A,1000,Por 1000  egresos,202206,"661,00","31.052,00","21,29"

