ExecutionTime
4/7/2023 9:52:47 PM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,UCI,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox6
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,201706,"19,00","455.943,00","0,04"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,201712,"14,00","515.082,00","0,03"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,201806,"14,00","493.083,00","0,03"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,201812,"19,00","633.729,00","0,03"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,201906,"14,00","748.991,00","0,02"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,201912,"12,00","721.626,00","0,02"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,202003,"11,00","467.432,00","0,02"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,202006,"7,00","254.495,00","0,03"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,202009,"5,00","300.239,00","0,02"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,202012,"11,00","322.853,00","0,03"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,202103,"8,00","297.526,00","0,03"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,202106,"3,00","348.965,00","0,01"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,202109,"4,00","507.618,00","0,01"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,202112,"5,00","413.754,00","0,01"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,202203,"1,00","274.780,00","0,00"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,202206,"6,00","367.457,00","0,02"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,202209,"9,00","332.887,00","0,03"
Tasa de caída de pacientes en el servicio de consulta externa,41,Huila,00000,TOTAL,Total,N/A,1000,Tasa,202212,"7,00","321.343,00","0,02"

