ExecutionTime
4/7/2023 11:04:56 PM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,UCI,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox6
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,73,73 - Tolima,00000,TOTAL,Total,N/A,100,Porcentaje,201706,"648,00","40.393,00","1,60"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,73,73 - Tolima,00000,TOTAL,Total,N/A,100,Porcentaje,201712,"705,00","55.573,00","1,27"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,73,73 - Tolima,00000,TOTAL,Total,N/A,100,Porcentaje,201806,"927,00","58.572,00","1,58"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,73,73 - Tolima,00000,TOTAL,Total,N/A,100,Porcentaje,201812,"860,00","53.555,00","1,61"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,73,73 - Tolima,00000,TOTAL,Total,N/A,100,Porcentaje,201906,"883,00","51.299,00","1,72"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,73,73 - Tolima,00000,TOTAL,Total,N/A,100,Porcentaje,201912,"725,00","50.255,00","1,44"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,73,73 - Tolima,00000,TOTAL,Total,N/A,100,Porcentaje,202006,"636,00","55.971,00","1,14"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,73,73 - Tolima,00000,TOTAL,Total,N/A,100,Porcentaje,202012,"389,00","42.623,00","0,91"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,73,73 - Tolima,00000,TOTAL,Total,N/A,100,Porcentaje,202106,"265,00","36.216,00","0,73"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,73,73 - Tolima,00000,TOTAL,Total,N/A,100,Porcentaje,202112,"245,00","34.999,00","0,70"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,73,73 - Tolima,00000,TOTAL,Total,N/A,100,Porcentaje,202206,"98,00","21.286,00","0,46"

