ExecutionTime
4/7/2023 9:57:09 PM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,UCI,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox6
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,44,44 - La Guajira,00000,TOTAL,Total,N/A,100,Porcentaje,201706,"390,00","41.060,00","0,95"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,44,44 - La Guajira,00000,TOTAL,Total,N/A,100,Porcentaje,201712,"556,00","57.974,00","0,96"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,44,44 - La Guajira,00000,TOTAL,Total,N/A,100,Porcentaje,201806,"777,00","63.791,00","1,22"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,44,44 - La Guajira,00000,TOTAL,Total,N/A,100,Porcentaje,201812,"779,00","58.027,00","1,34"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,44,44 - La Guajira,00000,TOTAL,Total,N/A,100,Porcentaje,201906,"819,00","72.427,00","1,13"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,44,44 - La Guajira,00000,TOTAL,Total,N/A,100,Porcentaje,201912,"770,00","77.334,00","1,00"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,44,44 - La Guajira,00000,TOTAL,Total,N/A,100,Porcentaje,202006,"676,00","66.341,00","1,02"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,44,44 - La Guajira,00000,TOTAL,Total,N/A,100,Porcentaje,202012,"565,00","59.735,00","0,95"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,44,44 - La Guajira,00000,TOTAL,Total,N/A,100,Porcentaje,202106,"593,00","66.940,00","0,89"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,44,44 - La Guajira,00000,TOTAL,Total,N/A,100,Porcentaje,202112,"764,00","65.458,00","1,17"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,44,44 - La Guajira,00000,TOTAL,Total,N/A,100,Porcentaje,202206,"670,00","74.351,00","0,90"

