ExecutionTime
4/7/2023 10:24:58 PM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,UCI,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox6
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,201706,"60,00","27.511,00","2,18"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,201712,"53,00","24.725,00","2,14"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,201806,"56,00","34.578,00","1,62"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,201812,"38,00","14.812,00","2,57"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,201906,"50,00","18.406,00","2,72"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,201912,"73,00","24.648,00","2,96"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,202003,"26,00","17.293,00","1,50"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,202006,"16,00","10.829,00","1,48"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,202009,"23,00","5.138,00","4,48"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,202012,"54,00","7.175,00","7,53"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,202103,"34,00","7.029,00","4,84"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,202106,"34,00","9.400,00","3,62"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,202109,"29,00","14.612,00","1,98"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,202112,"44,00","15.837,00","2,78"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,202203,"60,00","7.689,00","7,80"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,202206,"46,00","9.807,00","4,69"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,202209,"44,00","14.196,00","3,10"
Tasa de caída de pacientes en el servicio de urgencias,66,Risaralda,00000,TOTAL,Total,N/A,1000,Tasa,202212,"40,00","10.530,00","3,80"

