ExecutionTime
4/2/2023 10:51:15 AM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,UCI,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox6
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,201706,"17,00","427.985,00","0,04"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,201712,"16,00","441.887,00","0,04"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,201806,"36,00","242.226,00","0,15"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,201812,"12,00","475.408,00","0,03"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,201906,"15,00","679.839,00","0,02"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,201912,"36,00","668.363,00","0,05"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,202003,"11,00","434.697,00","0,03"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,202006,"17,00","203.734,00","0,08"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,202009,"7,00","232.139,00","0,03"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,202012,"17,00","266.098,00","0,06"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,202103,"8,00","251.693,00","0,03"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,202106,"4,00","263.661,00","0,02"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,202109,"5,00","370.312,00","0,01"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,202112,"8,00","218.759,00","0,04"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,202203,"6,00","162.614,00","0,04"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,202206,"6,00","465.151,00","0,01"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,202209,"5,00","493.975,00","0,01"
Tasa de caída de pacientes en el servicio de consulta externa,20,Cesar,00000,TOTAL,Total,N/A,1000,Tasa,202212,"10,00","434.282,00","0,02"

