ExecutionTime
4/7/2023 10:14:50 PM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,UCI,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox6
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,201706,"36,00","13.775,00","2,61"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,201712,"26,00","17.233,00","1,51"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,201806,"13,00","38.794,00","0,34"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,201812,"52,00","21.046,00","2,47"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,201906,"56,00","23.598,00","2,37"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,201912,"76,00","20.085,00","3,78"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,202003,"27,00","12.331,00","2,19"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,202006,"16,00","7.452,00","2,15"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,202009,"16,00","6.185,00","2,59"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,202012,"5,00","4.846,00","1,03"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,202103,"27,00","4.087,00","6,61"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,202106,"18,00","5.992,00","3,00"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,202109,"15,00","7.430,00","2,02"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,202112,"23,00","7.545,00","3,05"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,202203,"27,00","2.390,00","11,30"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,202206,"18,00","3.495,00","5,15"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,202209,"26,00","5.438,00","4,78"
Tasa de caída de pacientes en el servicio de urgencias,63,Quindio,00000,TOTAL,Total,N/A,1000,Tasa,202212,"28,00","3.499,00","8,00"

