ExecutionTime
4/7/2023 10:04:18 PM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,UCI,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox6
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,05 - Antioquia,00000,TOTAL,Total,UCIN,1000,Tasa,2016,"0,00","132,00","0,00"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,05 - Antioquia,00000,TOTAL,Total,UCIN,1000,Tasa,2017,,,
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,05 - Antioquia,00000,TOTAL,Total,UCIN,1000,Tasa,2018,,,
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,05 - Antioquia,00000,TOTAL,Total,UCIN,1000,Tasa,2019,,,
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,05 - Antioquia,00000,TOTAL,Total,UCIN,1000,Tasa,2020,,,
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,05 - Antioquia,00000,TOTAL,Total,UCIN,1000,Tasa,2021,,,
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIA,1000,Tasa,2016,"47,00","4.322,00","10,87"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIA,1000,Tasa,2017,"43,00","8.517,00","5,05"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIA,1000,Tasa,2018,"54,00","8.935,00","6,04"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIA,1000,Tasa,2019,"62,00","10.699,00","5,79"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIA,1000,Tasa,2020,"14,00","8.213,00","1,70"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIA,1000,Tasa,2021,"75,00","14.271,00","5,26"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIN,1000,Tasa,2016,"2,00","708,00","2,82"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIN,1000,Tasa,2017,"3,00","2.311,00","1,30"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIN,1000,Tasa,2018,"0,00","2.015,00","0,00"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIN,1000,Tasa,2019,"5,00","1.953,00","2,56"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIN,1000,Tasa,2020,"0,00","733,00","0,00"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIN,1000,Tasa,2021,"0,00","2.668,00","0,00"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIP,1000,Tasa,2016,"2,00","563,00","3,55"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIP,1000,Tasa,2017,"1,00","1.013,00","0,99"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIP,1000,Tasa,2018,"5,00","1.091,00","4,58"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIP,1000,Tasa,2019,"3,00","1.166,00","2,57"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIP,1000,Tasa,2020,"1,00","970,00","1,03"
Tasa de Incidencia de Neumonía Asociada a Ventilador Mecánico (NAV),50,50 - Meta,00000,TOTAL,Total,UCIP,1000,Tasa,2021,"0,00","1.025,00","0,00"

