ExecutionTime
4/7/2023 10:05:51 PM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,UCI,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox6
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,50,50 - Meta,00000,TOTAL,Total,N/A,100,Porcentaje,201706,"333,00","18.622,00","1,79"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,50,50 - Meta,00000,TOTAL,Total,N/A,100,Porcentaje,201712,"39,00","7.401,00","0,53"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,50,50 - Meta,00000,TOTAL,Total,N/A,100,Porcentaje,201806,"182,00","12.666,00","1,44"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,50,50 - Meta,00000,TOTAL,Total,N/A,100,Porcentaje,201812,"31,00","7.623,00","0,41"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,50,50 - Meta,00000,TOTAL,Total,N/A,100,Porcentaje,201906,"31,00","8.779,00","0,35"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,50,50 - Meta,00000,TOTAL,Total,N/A,100,Porcentaje,201912,"81,00","11.165,00","0,73"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,50,50 - Meta,00000,TOTAL,Total,N/A,100,Porcentaje,202006,"75,00","12.530,00","0,60"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,50,50 - Meta,00000,TOTAL,Total,N/A,100,Porcentaje,202012,"19,00","7.311,00","0,26"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,50,50 - Meta,00000,TOTAL,Total,N/A,100,Porcentaje,202106,"41,00","9.042,00","0,45"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,50,50 - Meta,00000,TOTAL,Total,N/A,100,Porcentaje,202112,"34,00","8.524,00","0,40"
Proporción de reingreso de pacientes al servicio de Urgencias en menos de 72 horas.,50,50 - Meta,00000,TOTAL,Total,N/A,100,Porcentaje,202206,"71,00","13.102,00","0,54"

