ExecutionTime
4/4/2023 6:06:38 AM

Indicador,CodDepto,Departamento,CodMunicipio,Municipio,IPS,Factor,UnidadMedida,Fecha,Numerador,Denominador,Textbox2
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,201406,"3,00","11.879,00","0,03"
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,201412,"3,00","10.141,00","0,03"
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,201506,"0,00","11.878,00","0,00"
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,201512,"0,00","8.058,00","0,00"
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,201606,"2,00","8.499,00","0,02"
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,201612,"1,00","7.791,00","0,01"
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,201706,"4,00","5.586,00","0,07"
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,201712,"2,00","7.395,00","0,03"
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,201806,"2,00","4.557,00","0,04"
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,201812,"1,00","5.190,00","0,02"
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,201906,"3,00","8.462,00","0,04"
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,201912,"3,00","10.032,00","0,03"
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,202006,"1,00","3.535,00","0,03"
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,202012,"3,00","1.616,00","0,19"
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,202106,"1,00","2.269,00","0,04"
Letalidad en menores de 5 años por Enfermedad Diarreica Aguda (EDA),52,52 - Nariño,00000,TOTAL,Total,100,Porcentaje,202112,"1,00","3.422,00","0,03"

